index,year,id,dum,urban_disposable_income,rural_disposable_income,urbanization_rate,total_pop,urban_pop,rural_pop,urban_total_income,rural_total_income,total_income,P1/P,Z1/Z,LN(N/O),P2/P,Z2/Z,LN(Q/R),theil_index
1069,2019,107,Zhumadian City,30409.0,13020.0,0.445,705.0,314.0,391.0,9548426.0,5090820.0,14639246.0,0.652 ,0.445 ,0.381 ,0.348 ,0.555 ,(0.467),0.086494224
1070,2010,108,Wuhan,20806.0,8295.0,0.647,836.73,541.36,295.37,11263625.83,2450058.4,13713684.23,0.821 ,0.647 ,0.239 ,0.179 ,0.353 ,(0.681),0.07430161
1071,2011,108,Wuhan,23738.0,9814.0,0.661,1002.0,662.32,339.68,15722199.64,3333599.89,19055799.53,0.825 ,0.661 ,0.222 ,0.175 ,0.339 ,(0.662),0.06718589
1072,2012,108,Wuhan,27061.0,11190.0,0.675,1012.0,683.1,328.9,18485369.1,3680391.0,22165760.1,0.834 ,0.675 ,0.211 ,0.166 ,0.325 ,(0.672),0.064848408
1073,2013,108,Wuhan,29821.0,12713.0,0.676,1022.0,690.87,331.13,20602493.91,4209630.26,24812124.18,0.830 ,0.676 ,0.206 ,0.170 ,0.324 ,(0.647),0.060991704
1074,2014,108,Wuhan,33270.0,16160.0,0.676,1033.8,698.85,334.95,23250699.58,5412811.39,28663510.97,0.811 ,0.676 ,0.182 ,0.189 ,0.324 ,(0.540),0.045908075
1075,2015,108,Wuhan,36436.0,17722.0,0.706,1060.77,748.9,311.87,27287052.3,5526895.99,32813948.28,0.832 ,0.706 ,0.164 ,0.168 ,0.294 ,(0.557),0.042301736
1076,2016,108,Wuhan,39737.0,19152.0,0.717,1076.62,771.94,304.68,30674442.29,5835297.63,36509739.92,0.840 ,0.717 ,0.159 ,0.160 ,0.283 ,(0.571),0.041875241
1077,2017,108,Wuhan,43405.0,20887.0,0.726,1089.29,790.82,298.47,34325739.16,6234048.06,40559787.22,0.846 ,0.726 ,0.153 ,0.154 ,0.274 ,(0.578),0.040899969
1078,2018,108,Wuhan,47359.0,22652.0,0.732,1108.1,811.13,296.97,38414267.78,6726982.56,45141250.34,0.851 ,0.732 ,0.151 ,0.149 ,0.268 ,(0.587),0.040703145
1079,2019,108,Wuhan,51706.0,24776.0,0.737,1121.2,826.32,294.88,42725929.43,7305837.87,50031767.29,0.854 ,0.737 ,0.147 ,0.146 ,0.263 ,(0.588),0.039885612
1080,2010,109,Huangshi City,15460.0,5524.0,0.568,242.93,137.98,104.95,2133170.8,579743.8,2712914.6,0.786 ,0.568 ,0.325 ,0.214 ,0.432 ,(0.704),0.105322671
1081,2011,109,Huangshi City,17003.0,6487.0,0.59,243.46,143.52,99.94,2440270.56,648310.78,3088581.34,0.790 ,0.590 ,0.293 ,0.210 ,0.410 ,(0.671),0.090612366
1082,2012,109,Huangshi City,20014.0,7477.0,0.601,244.07,146.66,97.41,2935253.24,728334.57,3663587.81,0.801 ,0.601 ,0.288 ,0.199 ,0.399 ,(0.697),0.091946741
1083,2013,109,Huangshi City,21330.0,8492.0,0.604,244.5,147.67,96.83,3149801.1,822280.36,3972081.46,0.793 ,0.604 ,0.272 ,0.207 ,0.396 ,(0.649),0.081625585
1084,2014,109,Huangshi City,25208.0,10957.0,0.609,244.92,149.11,95.81,3758764.88,1049790.17,4808555.05,0.782 ,0.609 ,0.250 ,0.218 ,0.391 ,(0.583),0.068042983
1085,2015,109,Huangshi City,27536.0,12004.0,0.613,245.8,150.68,95.12,4149124.48,1141820.48,5290944.96,0.784 ,0.613 ,0.246 ,0.216 ,0.387 ,(0.584),0.067085993
1086,2016,109,Huangshi City,29906.0,12925.0,0.619,246.55,152.61,93.94,4563954.66,1214174.5,5778129.16,0.790 ,0.619 ,0.244 ,0.210 ,0.381 ,(0.595),0.067509197
1087,2017,109,Huangshi City,32535.0,13972.0,0.629,247.05,155.37,91.68,5054962.95,1280952.96,6335915.91,0.798 ,0.629 ,0.238 ,0.202 ,0.371 ,(0.607),0.067028299
1088,2018,109,Huangshi City,35327.0,15125.0,0.633,247.07,156.37,90.7,5524082.99,1371837.5,6895920.49,0.801 ,0.633 ,0.236 ,0.199 ,0.367 ,(0.613),0.066877989
1089,2019,109,Huangshi City,38725.0,16516.0,0.64,247.17,158.19,88.98,6125907.75,1469593.68,7595501.43,0.807 ,0.640 ,0.231 ,0.193 ,0.360 ,(0.621),0.066373409
1090,2010,110,Shiyan City,16130.0,3499.0,0.463,334.08,154.75,179.33,2496050.66,627490.17,3123540.83,0.799 ,0.463 ,0.545 ,0.201 ,0.537 ,(0.983),0.238337018
1091,2011,110,Shiyan City,14172.0,4044.0,0.484,334.81,161.98,172.83,2295595.84,698920.16,2994516.0,0.767 ,0.484 ,0.460 ,0.233 ,0.516 ,(0.794),0.167601938
1092,2012,110,Shiyan City,19880.0,4566.0,0.501,335.68,168.07,167.61,3341330.52,765284.54,4106615.06,0.814 ,0.501 ,0.486 ,0.186 ,0.499 ,(0.986),0.211376983
1093,2013,110,Shiyan City,17694.0,5226.0,0.505,336.7,170.03,166.67,3008572.75,870999.13,3879571.88,0.775 ,0.505 ,0.429 ,0.225 ,0.495 ,(0.791),0.155131178
1094,2014,110,Shiyan City,22143.0,7046.0,0.516,337.27,174.03,163.24,3853575.52,1150179.74,5003755.26,0.770 ,0.516 ,0.400 ,0.230 ,0.484 ,(0.745),0.137253667
1095,2015,110,Shiyan City,24057.0,7779.0,0.529,338.3,178.96,159.34,4305257.56,1239500.41,5544757.97,0.776 ,0.529 ,0.384 ,0.224 ,0.471 ,(0.745),0.131369442
1096,2016,110,Shiyan City,26030.0,8514.0,0.541,340.9,184.43,156.47,4800632.21,1332211.97,6132844.18,0.783 ,0.541 ,0.369 ,0.217 ,0.459 ,(0.748),0.126666948
1097,2017,110,Shiyan City,28518.0,9373.0,0.551,341.8,188.33,153.47,5370846.27,1438457.44,6809303.71,0.789 ,0.551 ,0.359 ,0.211 ,0.449 ,(0.754),0.123659041
1098,2018,110,Shiyan City,30771.0,10295.0,0.559,340.6,190.4,150.2,5858656.85,1546356.36,7405013.21,0.791 ,0.559 ,0.347 ,0.209 ,0.441 ,(0.748),0.118722795
1099,2019,110,Shiyan City,33577.0,11378.0,0.565,339.8,192.02,147.78,6447488.45,1681429.69,8128918.14,0.793 ,0.565 ,0.339 ,0.207 ,0.435 ,(0.743),0.115175602
1100,2010,111,Yichang City,15557.0,5980.0,0.499,405.97,202.42,203.55,3148995.7,1217249.08,4366244.78,0.721 ,0.499 ,0.369 ,0.279 ,0.501 ,(0.587),0.102586565
1101,2011,111,Yichang City,16451.0,7055.0,0.519,406.85,211.16,195.69,3473713.37,1380627.17,4854340.54,0.716 ,0.519 ,0.321 ,0.284 ,0.481 ,(0.525),0.080405929
1102,2012,111,Yichang City,20510.0,8046.0,0.536,408.83,219.09,189.74,4493576.86,1526631.97,6020208.83,0.746 ,0.536 ,0.331 ,0.254 ,0.464 ,(0.604),0.09404619
1103,2013,111,Yichang City,20934.0,9121.0,0.548,409.83,224.38,185.45,4697211.22,1691471.89,6388683.11,0.735 ,0.548 ,0.295 ,0.265 ,0.453 ,(0.536),0.074871758
1104,2014,111,Yichang City,25025.0,11837.0,0.56,410.45,229.65,180.8,5746910.54,2140167.77,7887078.32,0.729 ,0.560 ,0.264 ,0.271 ,0.441 ,(0.484),0.06100269
1105,2015,111,Yichang City,27275.0,12990.0,0.572,411.5,235.17,176.33,6414323.12,2290497.47,8704820.59,0.737 ,0.572 ,0.254 ,0.263 ,0.429 ,(0.488),0.05896009
1106,2016,111,Yichang City,29735.0,14057.0,0.585,413.0,241.44,171.56,7179212.45,2411621.73,9590834.18,0.749 ,0.585 ,0.247 ,0.251 ,0.415 ,(0.502),0.058821317
1107,2017,111,Yichang City,32316.0,15253.0,0.599,413.56,247.56,166.0,8000052.53,2532043.51,10532096.04,0.760 ,0.599 ,0.238 ,0.240 ,0.401 ,(0.513),0.057684316
1108,2018,111,Yichang City,35011.0,16514.0,0.609,413.59,251.71,161.88,8812649.41,2673271.89,11485921.3,0.767 ,0.609 ,0.232 ,0.233 ,0.391 ,(0.520),0.056764235
1109,2019,111,Yichang City,38463.0,18134.0,0.618,413.79,255.56,158.23,9829477.51,2869402.59,12698880.1,0.774 ,0.618 ,0.226 ,0.226 ,0.382 ,(0.526),0.055887248
1110,2010,112,Xiangyang City,14756.0,6365.0,0.51,550.0,280.5,269.5,4139058.0,1715367.5,5854425.5,0.707 ,0.510 ,0.327 ,0.293 ,0.490 ,(0.514),0.080247101
1111,2011,112,Xiangyang City,16845.0,7549.0,0.52,552.72,287.36,265.36,4840564.51,2003209.22,6843773.73,0.707 ,0.520 ,0.308 ,0.293 ,0.480 ,(0.495),0.07287418
1112,2012,112,Xiangyang City,19043.0,8684.0,0.537,555.14,298.0,257.14,5674797.85,2233011.12,7907808.98,0.718 ,0.537 ,0.290 ,0.282 ,0.463 ,(0.495),0.068583817
1113,2013,112,Xiangyang City,19329.0,9785.0,0.548,559.12,306.51,252.61,5924523.75,2471792.92,8396316.67,0.706 ,0.548 ,0.252 ,0.294 ,0.452 ,(0.428),0.052014433
1114,2014,112,Xiangyang City,25863.0,12534.0,0.56,560.02,313.67,246.35,8112374.85,3087785.97,11200160.82,0.724 ,0.560 ,0.257 ,0.276 ,0.440 ,(0.467),0.057400445
1115,2015,112,Xiangyang City,26282.0,13650.0,0.573,561.4,321.68,239.72,8454451.58,3272147.97,11726599.55,0.721 ,0.573 ,0.230 ,0.279 ,0.427 ,(0.425),0.046893722
1116,2016,112,Xiangyang City,28794.0,14762.0,0.585,563.9,329.88,234.02,9498607.91,3454581.1,12953189.01,0.733 ,0.585 ,0.226 ,0.267 ,0.415 ,(0.442),0.047763316
1117,2017,112,Xiangyang City,31316.0,16005.0,0.597,565.4,337.26,228.14,10561668.61,3651363.09,14213031.7,0.743 ,0.597 ,0.220 ,0.257 ,0.404 ,(0.451),0.047307914
1118,2018,112,Xiangyang City,33947.0,17305.0,0.608,566.9,344.68,222.22,11700689.01,3845600.16,15546289.18,0.753 ,0.608 ,0.213 ,0.247 ,0.392 ,(0.460),0.046730711
1119,2019,112,Xiangyang City,37297.0,18933.0,0.617,568.0,350.46,217.54,13070957.43,4118760.55,17189717.98,0.760 ,0.617 ,0.209 ,0.240 ,0.383 ,(0.469),0.046513165
1120,2010,113,Ezhou,14788.0,6645.0,0.579,104.87,60.77,44.1,898666.76,293044.5,1191711.26,0.754 ,0.579 ,0.263 ,0.246 ,0.421 ,(0.537),0.066682092
1121,2011,113,Ezhou,17008.0,7909.0,0.604,105.1,63.46,41.64,1079327.68,329330.76,1408658.44,0.766 ,0.604 ,0.238 ,0.234 ,0.396 ,(0.527),0.059193852
1122,2012,113,Ezhou,19307.0,9072.0,0.621,105.35,65.41,39.94,1262870.87,362335.68,1625206.55,0.777 ,0.621 ,0.224 ,0.223 ,0.379 ,(0.531),0.055979029
1123,2013,113,Ezhou,20878.0,10210.0,0.628,105.7,66.4,39.3,1386299.2,401253.0,1787552.2,0.776 ,0.628 ,0.211 ,0.224 ,0.372 ,(0.505),0.050128173
1124,2014,113,Ezhou,22763.0,12692.0,0.636,105.88,67.32,38.56,1532405.16,489403.52,2021808.68,0.758 ,0.636 ,0.176 ,0.242 ,0.364 ,(0.408),0.034290841
1125,2015,113,Ezhou,24774.0,13812.0,0.643,105.95,68.13,37.82,1687852.62,522369.84,2210222.46,0.764 ,0.643 ,0.172 ,0.236 ,0.357 ,(0.412),0.033828716
1126,2016,113,Ezhou,26986.0,14813.0,0.649,106.85,69.35,37.5,1871479.1,555487.5,2426966.6,0.771 ,0.649 ,0.172 ,0.229 ,0.351 ,(0.427),0.035060706
1127,2017,113,Ezhou,29399.0,16168.0,0.654,107.69,70.44,37.25,2070865.56,602258.0,2673123.56,0.775 ,0.654 ,0.169 ,0.225 ,0.346 ,(0.429),0.034500839
1128,2018,113,Ezhou,31742.0,17609.0,0.659,107.77,71.03,36.74,2254634.26,646954.66,2901588.92,0.777 ,0.659 ,0.165 ,0.223 ,0.341 ,(0.425),0.033248101
1129,2019,113,Ezhou,34541.0,19313.0,0.663,105.97,70.26,35.71,2426850.66,689667.23,3116517.89,0.779 ,0.663 ,0.161 ,0.221 ,0.337 ,(0.421),0.032177987
1130,2010,114,Jingmen,15271.0,6951.0,0.455,287.37,130.75,156.62,1996683.25,1088665.62,3085348.87,0.647 ,0.455 ,0.352 ,0.353 ,0.545 ,(0.435),0.07458843
1131,2011,114,Jingmen,15526.0,8248.0,0.482,287.99,138.75,149.24,2154232.5,1230931.52,3385164.02,0.636 ,0.482 ,0.278 ,0.364 ,0.518 ,(0.354),0.04827464
1132,2012,114,Jingmen,19628.0,9387.0,0.5,288.52,144.29,144.23,2832124.12,1353887.01,4186011.13,0.677 ,0.500 ,0.302 ,0.323 ,0.500 ,(0.435),0.063644895
1133,2013,114,Jingmen,19820.0,10615.0,0.512,288.72,147.8,140.92,2929396.0,1495865.8,4425261.8,0.662 ,0.512 ,0.257 ,0.338 ,0.488 ,(0.367),0.045991085
1134,2014,114,Jingmen,26498.0,13481.0,0.528,288.91,152.43,136.48,4039090.14,1839886.88,5878977.02,0.687 ,0.528 ,0.264 ,0.313 ,0.472 ,(0.412),0.05255157
1135,2015,114,Jingmen,26731.0,14716.0,0.542,289.63,157.02,132.61,4197301.62,1951488.76,6148790.38,0.683 ,0.542 ,0.230 ,0.317 ,0.458 ,(0.366),0.040978418
1136,2016,114,Jingmen,28920.0,15811.0,0.56,290.13,162.5,127.63,4699500.0,2017957.93,6717457.93,0.700 ,0.560 ,0.222 ,0.300 ,0.440 ,(0.381),0.04100462
1137,2017,114,Jingmen,31317.0,17167.0,0.579,290.15,168.03,122.12,5262195.51,2096434.04,7358629.55,0.715 ,0.579 ,0.211 ,0.285 ,0.421 ,(0.390),0.039659404
1138,2018,114,Jingmen,33779.0,18776.0,0.592,289.65,171.5,118.15,5793098.5,2218384.4,8011482.9,0.723 ,0.592 ,0.200 ,0.277 ,0.408 ,(0.387),0.037268848
1139,2019,114,Jingmen,36805.0,20556.0,0.601,289.75,174.14,115.61,6409222.7,2376479.16,8785701.86,0.730 ,0.601 ,0.194 ,0.270 ,0.399 ,(0.389),0.036213758
1140,2010,115,Xiaogan City,13796.0,5943.0,0.46,531.05,244.28,286.77,3370128.27,1704256.28,5074384.55,0.664 ,0.460 ,0.367 ,0.336 ,0.540 ,(0.475),0.084429333
1141,2011,115,Xiaogan City,15888.0,7029.0,0.48,482.49,231.55,250.94,3678817.96,1763878.69,5442696.65,0.676 ,0.480 ,0.342 ,0.324 ,0.520 ,(0.473),0.078199334
1142,2012,115,Xiaogan City,19336.0,7988.0,0.496,483.31,239.87,243.44,4638063.54,1944624.66,6582688.19,0.705 ,0.496 ,0.350 ,0.295 ,0.504 ,(0.534),0.089273257
1143,2013,115,Xiaogan City,19819.0,9023.0,0.51,485.3,247.65,237.65,4908147.41,2144328.67,7052476.08,0.696 ,0.510 ,0.310 ,0.304 ,0.490 ,(0.477),0.071025617
1144,2014,115,Xiaogan City,22912.0,11597.0,0.523,486.13,254.0,232.13,5819715.02,2691977.69,8511692.71,0.684 ,0.523 ,0.269 ,0.316 ,0.478 ,(0.412),0.053589207
1145,2015,115,Xiaogan City,25753.0,12655.0,0.536,487.8,261.46,226.34,6733399.98,2864322.58,9597722.56,0.702 ,0.536 ,0.269 ,0.298 ,0.464 ,(0.441),0.057135864
1146,2016,115,Xiaogan City,27939.0,13554.0,0.549,490.43,269.34,221.09,7525206.37,2996597.53,10521803.9,0.715 ,0.549 ,0.264 ,0.285 ,0.451 ,(0.459),0.058094254
1147,2017,115,Xiaogan City,30264.0,14744.0,0.564,491.5,277.06,214.44,8384899.96,3161724.74,11546624.7,0.726 ,0.564 ,0.253 ,0.274 ,0.436 ,(0.466),0.056360477
1148,2018,115,Xiaogan City,32685.0,15988.0,0.576,492.0,283.24,208.76,9257843.21,3337584.53,12595427.75,0.735 ,0.576 ,0.244 ,0.265 ,0.424 ,(0.471),0.054821774
1149,2019,115,Xiaogan City,35695.0,17510.0,0.583,492.1,286.89,205.21,10240692.04,3593151.81,13833843.85,0.740 ,0.583 ,0.239 ,0.260 ,0.417 ,(0.473),0.053825043
1150,2010,116,Jingzhou,14708.0,6453.0,0.436,557.01,242.86,314.15,3571931.34,2027233.44,5599164.78,0.638 ,0.436 ,0.381 ,0.362 ,0.564 ,(0.443),0.082320224
1151,2011,116,Jingzhou,14947.0,7664.0,0.45,570.4,256.68,313.72,3836595.96,2404350.08,6240946.04,0.615 ,0.450 ,0.312 ,0.385 ,0.550 ,(0.356),0.054620705
1152,2012,116,Jingzhou,18211.0,8710.0,0.468,571.94,267.67,304.27,4874500.49,2650209.82,7524710.31,0.648 ,0.468 ,0.325 ,0.352 ,0.532 ,(0.412),0.065345111
1153,2013,116,Jingzhou,18706.0,9909.0,0.479,573.94,274.92,299.02,5142602.27,2963016.33,8105618.6,0.634 ,0.479 ,0.281 ,0.366 ,0.521 ,(0.354),0.048785055
1154,2014,116,Jingzhou,25930.0,12625.0,0.495,574.42,284.34,290.08,7372881.75,3662286.51,11035168.26,0.668 ,0.495 ,0.300 ,0.332 ,0.505 ,(0.420),0.061061904
1155,2015,116,Jingzhou,25382.0,13728.0,0.512,570.59,292.14,278.45,7415150.27,3822533.05,11237683.32,0.660 ,0.512 ,0.254 ,0.340 ,0.488 ,(0.361),0.04462415
1156,2016,116,Jingzhou,27666.0,14707.0,0.531,569.79,302.56,267.23,8370583.18,3930173.82,12300757.0,0.680 ,0.531 ,0.248 ,0.320 ,0.469 ,(0.384),0.046165932
1157,2017,116,Jingzhou,29973.0,15962.0,0.547,564.17,308.6,255.57,9249697.47,4079392.54,13329090.01,0.694 ,0.547 ,0.238 ,0.306 ,0.453 ,(0.392),0.045109452
1158,2018,116,Jingzhou,32590.0,17300.0,0.558,559.02,311.99,247.03,10167723.53,4273635.23,14441358.76,0.704 ,0.558 ,0.232 ,0.296 ,0.442 ,(0.401),0.044926896
1159,2019,116,Jingzhou,35910.0,18893.0,0.564,557.01,314.21,242.8,11283257.44,4587232.85,15870490.29,0.711 ,0.564 ,0.231 ,0.289 ,0.436 ,(0.411),0.04575271
1160,2010,117,Huanggang City,12836.0,4634.0,0.37,616.2,227.99,388.21,2926530.98,1798946.6,4725477.59,0.619 ,0.370 ,0.515 ,0.381 ,0.630 ,(0.504),0.127240771
1161,2011,117,Huanggang City,14731.0,5438.0,0.38,621.04,236.0,385.04,3476445.29,2093873.62,5570318.91,0.624 ,0.380 ,0.496 ,0.376 ,0.620 ,(0.500),0.121543251
1162,2012,117,Huanggang City,16765.0,6142.0,0.39,623.19,243.04,380.15,4074634.34,2334856.12,6409490.45,0.636 ,0.390 ,0.489 ,0.364 ,0.610 ,(0.516),0.12281949
1163,2013,117,Huanggang City,18432.0,6966.0,0.409,625.19,255.39,369.8,4707350.6,2576026.0,7283376.6,0.646 ,0.409 ,0.459 ,0.354 ,0.592 ,(0.514),0.114641207
1164,2014,117,Huanggang City,23242.0,9388.0,0.421,626.25,263.65,362.6,6127782.35,3404077.07,9531859.42,0.643 ,0.421 ,0.423 ,0.357 ,0.579 ,(0.483),0.099570365
1165,2015,117,Huanggang City,22620.0,10252.0,0.433,629.1,272.53,356.57,6164540.83,3655595.42,9820136.25,0.628 ,0.433 ,0.371 ,0.372 ,0.567 ,(0.420),0.076346037
1166,2016,117,Huanggang City,24796.0,11076.0,0.447,632.1,282.36,349.74,7001375.5,3873730.54,10875106.04,0.644 ,0.447 ,0.365 ,0.356 ,0.553 ,(0.440),0.078434834
1167,2017,117,Huanggang City,26884.0,12116.0,0.459,634.1,291.18,342.92,7828048.71,4154834.23,11982882.94,0.653 ,0.459 ,0.353 ,0.347 ,0.541 ,(0.445),0.07615754
1168,2018,117,Huanggang City,28978.0,13238.0,0.472,633.0,298.9,334.1,8661599.54,4422781.38,13084380.92,0.662 ,0.472 ,0.338 ,0.338 ,0.528 ,(0.446),0.073012677
1169,2019,117,Huanggang City,31812.0,14490.0,0.48,633.3,304.11,329.19,9674368.32,4769953.54,14444321.85,0.670 ,0.480 ,0.333 ,0.330 ,0.520 ,(0.454),0.073043017
1170,2010,118,Xianning,14022.0,5606.0,0.43,245.0,105.35,139.65,1477217.7,782877.9,2260095.6,0.654 ,0.430 ,0.419 ,0.346 ,0.570 ,(0.498),0.101155057
1171,2011,118,Xianning,14875.0,6588.0,0.448,246.79,110.49,136.3,1643507.26,897958.35,2541465.61,0.647 ,0.448 ,0.368 ,0.353 ,0.552 ,(0.447),0.079965883
1172,2012,118,Xianning,18218.0,7505.0,0.465,247.5,114.96,132.54,2094409.6,994684.56,3089094.15,0.678 ,0.465 ,0.378 ,0.322 ,0.536 ,(0.509),0.092625916
1173,2013,118,Xianning,18581.0,8480.0,0.474,248.5,117.79,130.71,2188637.41,1108429.28,3297066.69,0.664 ,0.474 ,0.337 ,0.336 ,0.526 ,(0.448),0.073079461
1174,2014,118,Xianning,23758.0,10891.0,0.487,248.92,121.17,127.75,2878857.97,1391278.9,4270136.87,0.674 ,0.487 ,0.326 ,0.326 ,0.513 ,(0.454),0.071518922
1175,2015,118,Xianning,23505.0,11940.0,0.499,250.7,125.1,125.6,2940459.05,1499672.36,4440131.4,0.662 ,0.499 ,0.283 ,0.338 ,0.501 ,(0.394),0.054263666
1176,2016,118,Xianning,25839.0,12812.0,0.512,252.6,129.33,123.27,3341788.88,1579319.87,4921108.74,0.679 ,0.512 ,0.282 ,0.321 ,0.488 ,(0.419),0.057271422
1177,2017,118,Xianning,28053.0,13925.0,0.525,253.51,133.09,120.42,3733650.92,1676810.21,5410461.12,0.690 ,0.525 ,0.273 ,0.310 ,0.475 ,(0.427),0.05633823
1178,2018,118,Xianning,30337.0,15116.0,0.537,254.33,136.58,117.75,4143282.15,1779981.41,5923263.55,0.699 ,0.537 ,0.264 ,0.301 ,0.463 ,(0.432),0.055020488
1179,2019,118,Xianning,33191.0,16591.0,0.544,254.84,138.63,116.21,4601366.58,1927991.0,6529357.58,0.705 ,0.544 ,0.259 ,0.295 ,0.456 ,(0.435),0.054097993
1180,2010,119,Suizhou,15280.0,6279.0,0.401,206.2,82.7,123.5,1263656.0,775456.5,2039112.5,0.620 ,0.401 ,0.435 ,0.380 ,0.599 ,(0.454),0.096915516
1181,2011,119,Suizhou,15870.0,7427.0,0.403,216.99,87.5,129.49,1388625.0,961722.23,2350347.23,0.591 ,0.403 ,0.382 ,0.409 ,0.597 ,(0.377),0.071267278
1182,2012,119,Suizhou,18171.0,8419.0,0.432,217.81,94.2,123.61,1711708.2,1040672.59,2752380.79,0.622 ,0.432 ,0.363 ,0.378 ,0.568 ,(0.406),0.072343316
1183,2013,119,Suizhou,19806.0,9490.0,0.45,218.01,98.1,119.91,1942968.6,1137945.9,3080914.5,0.631 ,0.450 ,0.338 ,0.369 ,0.550 ,(0.398),0.06579379
1184,2014,119,Suizhou,22939.0,11984.0,0.465,218.38,101.6,116.78,2330602.4,1399491.52,3730093.92,0.625 ,0.465 ,0.295 ,0.375 ,0.535 ,(0.354),0.051288767
1185,2015,119,Suizhou,22791.0,13022.0,0.479,219.08,104.9,114.18,2390775.9,1486851.96,3877627.86,0.617 ,0.479 ,0.253 ,0.383 ,0.521 ,(0.307),0.038200602
1186,2016,119,Suizhou,24799.0,14077.0,0.492,220.18,108.4,111.78,2688211.6,1573527.06,4261738.66,0.631 ,0.492 ,0.248 ,0.369 ,0.508 ,(0.318),0.038740268
1187,2017,119,Suizhou,26959.0,15268.0,0.508,221.05,112.34,108.71,3028574.06,1659784.28,4688358.34,0.646 ,0.508 ,0.240 ,0.354 ,0.492 ,(0.329),0.03858601
1188,2018,119,Suizhou,29237.0,16538.0,0.521,221.67,115.54,106.13,3378042.98,1755177.94,5133220.92,0.658 ,0.521 ,0.233 ,0.342 ,0.479 ,(0.337),0.038316
1189,2019,119,Suizhou,31961.0,18094.0,0.527,222.1,117.05,105.05,3741035.05,1900774.7,5641809.75,0.663 ,0.527 ,0.230 ,0.337 ,0.473 ,(0.339),0.038004484
1190,2010,120,Changsha City,22813.92,11205.87,0.677,704.07,476.58,227.49,10872657.99,2549223.37,13421881.36,0.810 ,0.677 ,0.180 ,0.190 ,0.323 ,(0.531),0.04457925
1191,2011,120,Changsha City,26451.0,13400.89,0.685,709.07,485.64,223.43,12845663.64,2994160.85,15839824.49,0.811 ,0.685 ,0.169 ,0.189 ,0.315 ,(0.511),0.040432133
1192,2012,120,Changsha City,30287.88,15763.1,0.694,714.66,495.84,218.82,15017942.42,3449281.54,18467223.96,0.813 ,0.694 ,0.159 ,0.187 ,0.306 ,(0.494),0.036821204
1193,2013,120,Changsha City,33662.0,19713.0,0.706,722.14,509.86,212.28,17162907.32,4184675.64,21347582.96,0.804 ,0.706 ,0.130 ,0.196 ,0.294 ,(0.405),0.025003166
1194,2014,120,Changsha City,36826.0,21723.0,0.723,731.15,528.88,202.27,19476534.88,4393911.21,23870446.09,0.816 ,0.723 ,0.120 ,0.184 ,0.277 ,(0.407),0.023266488
1195,2015,120,Changsha City,39961.0,23601.0,0.744,743.18,552.78,190.4,22089641.58,4493630.4,26583271.98,0.831 ,0.744 ,0.111 ,0.169 ,0.256 ,(0.416),0.021785966
1196,2016,120,Changsha City,43294.0,25448.0,0.76,764.52,580.97,183.55,25152515.18,4670980.4,29823495.58,0.843 ,0.760 ,0.104 ,0.157 ,0.240 ,(0.427),0.020985752
1197,2017,120,Changsha City,46948.0,27360.0,0.776,791.81,614.38,177.43,28843912.24,4854484.8,33698397.04,0.856 ,0.776 ,0.098 ,0.144 ,0.224 ,(0.442),0.0203718
1198,2018,120,Changsha City,50791.89,29714.08,0.791,815.47,645.2,170.27,32770922.03,5059420.47,37830342.5,0.866 ,0.791 ,0.091 ,0.134 ,0.209 ,(0.445),0.018934623
1199,2019,120,Changsha City,55210.8,32328.9,0.796,839.45,667.83,171.62,36871428.56,5548285.82,42419714.38,0.869 ,0.796 ,0.089 ,0.131 ,0.204 ,(0.447),0.018535922
1200,2010,121,Zhuzhou City,19642.8,7657.88,0.555,385.71,213.99,171.72,4203362.77,1315011.15,5518373.93,0.762 ,0.555 ,0.317 ,0.238 ,0.445 ,(0.625),0.092488292
1201,2011,121,Zhuzhou City,22633.0,9328.29,0.575,388.08,223.07,165.01,5048743.31,1539261.13,6588004.44,0.766 ,0.575 ,0.288 ,0.234 ,0.425 ,(0.599),0.080520886
1202,2012,121,Zhuzhou City,25915.79,10971.9,0.591,390.66,230.88,159.78,5983438.39,1753090.18,7736528.57,0.773 ,0.591 ,0.269 ,0.227 ,0.409 ,(0.591),0.074216499
1203,2013,121,Zhuzhou City,28698.0,12908.0,0.601,393.45,236.54,156.91,6788224.92,2025394.28,8813619.2,0.770 ,0.601 ,0.248 ,0.230 ,0.399 ,(0.551),0.064120119
1204,2014,121,Zhuzhou City,31338.0,14366.0,0.61,396.09,241.61,154.48,7571574.18,2219259.68,9790833.86,0.773 ,0.610 ,0.237 ,0.227 ,0.390 ,(0.543),0.060478105
1205,2015,121,Zhuzhou City,33977.0,15637.0,0.621,400.05,248.43,151.62,8440906.11,2370881.94,10811788.05,0.781 ,0.621 ,0.229 ,0.219 ,0.379 ,(0.547),0.058704905
1206,2016,121,Zhuzhou City,36828.0,16919.0,0.641,401.63,257.4,144.23,9479527.2,2440227.37,11919754.57,0.795 ,0.641 ,0.216 ,0.205 ,0.359 ,(0.562),0.056600798
1207,2017,121,Zhuzhou City,39787.0,18340.0,0.657,402.15,264.08,138.07,10506950.96,2532203.8,13039154.76,0.806 ,0.657 ,0.205 ,0.194 ,0.343 ,(0.570),0.05425406
